accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OZ295785,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295786,AY.6,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295787,AY.4,8.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295789,AY.42,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295790,AY.4,8.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295791,B.1.617.2,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295792,AY.9.2,5.0,,4.5,,750.0,0.0,1.0,0.0,1.0,478.0,1.0,1.0,0.0,0.0,468.0,0.0,0.0,0.0,1.0,817.0
OZ295793,AY.33,10.0,,5.266666666666666,,1053.0,0.0,2.0,0.0,1.0,669.0,2.0,2.0,1.0,0.0,650.0,1.0,0.0,0.0,1.0,1160.0
OZ295794,B.1.617.2,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295796,AY.33,10.0,,5.266666666666666,,1053.0,0.0,2.0,0.0,1.0,669.0,2.0,2.0,1.0,0.0,650.0,1.0,0.0,0.0,1.0,1160.0
OZ295797,AY.33,10.0,,5.266666666666666,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295798,AY.129,7.0,,4.578947368421053,,948.0,0.0,1.0,0.0,1.0,618.0,2.0,0.0,1.0,0.0,591.0,0.0,0.0,1.0,1.0,1047.0
OZ295800,AY.125,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295801,AY.42,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295802,AY.41,9.0,,3.9999999999999982,,887.0,0.0,1.0,0.0,1.0,575.0,2.0,0.0,1.0,0.0,553.0,3.0,0.0,0.0,1.0,986.0
OZ295803,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295804,AY.4,7.0,,2.9999999999999982,,786.0,0.0,1.0,0.0,1.0,506.0,1.0,1.0,1.0,0.0,483.0,1.0,0.0,0.0,1.0,839.0
OZ295805,AY.42,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295806,AY.43,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295807,AY.5.4,8.0,,3.3333333333333357,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,649.0,2.0,0.0,0.0,1.0,1160.0
OZ295808,AY.33,10.0,,5.266666666666666,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295809,AY.4.6,6.0,,4.000000000000001,,880.0,0.0,1.0,0.0,1.0,577.0,2.0,0.0,1.0,0.0,541.0,0.0,0.0,0.0,1.0,966.0
OZ295810,AY.125,5.0,,3.0000000000000018,,786.0,0.0,1.0,0.0,1.0,507.0,1.0,0.0,1.0,0.0,484.0,0.0,0.0,0.0,1.0,839.0
OZ295811,AY.43,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295812,B.1.617.2,6.0,,2.0,,786.0,0.0,1.0,0.0,1.0,507.0,1.0,0.0,1.0,0.0,483.0,1.0,0.0,0.0,1.0,839.0
OZ295813,AY.4,8.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,670.0,2.0,1.0,1.0,0.0,650.0,1.0,0.0,0.0,1.0,1160.0
OZ295875,AY.122,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295877,AY.121,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295878,B.1.617.2,7.0,,2.0909090909090917,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,1.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ295880,AY.4,7.0,,2.0909090909090917,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,1.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ295882,AY.43,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295886,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295890,AY.33,12.0,,7.265306122448976,,962.0,0.0,2.0,0.0,1.0,622.0,2.0,4.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295891,AY.33,10.0,,5.266666666666666,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295895,AY.4,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,650.0,0.0,0.0,0.0,1.0,1160.0
OZ295896,AY.4,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,1.0,1.0,1055.0
OZ295898,AY.112,6.0,,4.000000000000001,,948.0,0.0,1.0,0.0,1.0,618.0,2.0,0.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ295899,B.1.617.2,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295902,AY.46.6,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295904,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295907,AY.112,6.0,,4.000000000000001,,948.0,0.0,1.0,0.0,1.0,618.0,2.0,0.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ295908,AY.122,7.0,,4.2727272727272725,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,2.0,0.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ295911,B.1.617.2,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295913,AY.126,8.0,,1.375,,925.0,1.0,1.0,0.0,1.0,589.0,1.0,1.0,1.0,0.0,577.0,1.0,0.0,0.0,1.0,995.0
OZ295915,AY.53,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295917,AY.4,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ295918,AY.33,10.0,,5.266666666666666,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295919,AY.129,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295921,AY.129,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ295924,AY.6,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ295925,AY.46.6,4.0,,3.6666666666666683,,617.0,0.0,0.0,0.0,1.0,393.0,1.0,0.0,1.0,0.0,385.0,0.0,0.0,0.0,1.0,667.0
OZ295926,AY.33,6.0,,3.615384615384616,,843.0,0.0,1.0,0.0,1.0,540.0,1.0,1.0,1.0,0.0,522.0,0.0,0.0,0.0,1.0,905.0
OZ295928,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295931,AY.51,8.0,,1.333333333333333,,962.0,1.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295932,AY.43,4.0,,3.6666666666666656,,583.0,0.0,1.0,0.0,1.0,384.0,1.0,0.0,0.0,0.0,376.0,0.0,0.0,0.0,1.0,653.0
OZ295933,AY.4,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ295934,AY.53,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295935,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295937,B.1.617.2,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295938,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295939,AY.112,6.0,,4.000000000000001,,948.0,0.0,1.0,0.0,1.0,618.0,2.0,0.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ295940,AY.120.2.1,8.0,,3.2727272727272725,,890.0,0.0,2.0,0.0,1.0,585.0,2.0,0.0,1.0,0.0,541.0,1.0,0.0,0.0,1.0,975.0
OZ295941,AY.9,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295942,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295943,AY.53,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295944,B.1.617.2,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295945,AY.9.2,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295946,AY.9.2,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295953,AY.33,9.0,,5.829268292682927,,947.0,0.0,2.0,0.0,1.0,616.0,2.0,2.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ295954,AY.42,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295956,AY.41,9.0,,3.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,594.0,3.0,0.0,0.0,1.0,1056.0
OZ295959,AY.33,9.0,,5.829268292682927,,947.0,0.0,2.0,0.0,1.0,616.0,2.0,2.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ295960,AY.122,5.0,,4.600000000000002,,883.0,0.0,1.0,0.0,1.0,571.0,2.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,1.0,973.0
OZ295961,AY.126,10.0,,2.3333333333333357,,961.0,1.0,2.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,595.0,2.0,0.0,0.0,1.0,1056.0
OZ295964,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295965,AY.71,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295967,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295968,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295969,AY.46.6,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295971,B.1.617.2,7.0,,2.333333333333333,,786.0,0.0,1.0,0.0,1.0,507.0,1.0,0.0,1.0,0.0,482.0,2.0,0.0,0.0,1.0,839.0
OZ295972,AY.5.4,6.0,,2.0,,786.0,0.0,1.0,0.0,1.0,507.0,1.0,0.0,1.0,0.0,483.0,1.0,0.0,0.0,1.0,839.0
OZ295973,AY.33,9.0,,5.829268292682927,,947.0,0.0,2.0,0.0,1.0,616.0,2.0,2.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ295975,AY.129,8.0,,6.000000000000002,,963.0,0.0,1.0,0.0,3.0,624.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295977,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295978,AY.4,8.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295979,AY.129,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295980,AY.41,9.0,,3.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,594.0,3.0,0.0,0.0,1.0,1056.0
OZ295981,AY.33,10.0,,2.3999999999999995,,962.0,0.0,2.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,596.0,1.0,0.0,1.0,1.0,1055.0
OZ295982,AY.33,10.0,,5.266666666666666,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295983,AY.5.4,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295985,AY.65,7.0,,2.9999999999999982,,891.0,0.0,1.0,0.0,1.0,585.0,2.0,0.0,1.0,0.0,541.0,1.0,0.0,0.0,1.0,975.0
OZ295986,AY.98.1,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295990,AY.121,8.0,,4.769230769230767,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,2.0,0.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ295991,AY.33,11.0,,3.1265822784810133,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,596.0,1.0,0.0,1.0,1.0,1055.0
OZ295992,AY.33,12.0,,7.265306122448976,,962.0,0.0,2.0,0.0,1.0,622.0,2.0,4.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ295993,AY.125,7.0,,4.578947368421053,,823.0,0.0,1.0,0.0,1.0,541.0,2.0,1.0,1.0,0.0,503.0,0.0,0.0,0.0,1.0,899.0
OZ295994,AY.125,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295995,AY.125,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295996,AY.126,8.0,,2.5714285714285716,,962.0,1.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ295997,AY.41,10.0,,4.846153846153845,,962.0,0.0,1.0,1.0,1.0,626.0,2.0,0.0,1.0,0.0,594.0,3.0,0.0,0.0,1.0,1056.0
OZ295998,AY.23,7.0,,2.9999999999999982,,891.0,0.0,1.0,0.0,1.0,585.0,2.0,0.0,1.0,0.0,541.0,1.0,0.0,0.0,1.0,975.0
OZ295999,AY.122,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ296001,AY.121,8.0,,4.769230769230767,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,2.0,0.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ296002,AY.33,11.0,,3.1265822784810133,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,596.0,1.0,0.0,1.0,1.0,1055.0
OZ296004,AY.53,8.0,,3.3333333333333357,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,649.0,2.0,0.0,0.0,1.0,1160.0
OZ296005,AY.112,6.0,,4.000000000000001,,947.0,0.0,1.0,0.0,1.0,617.0,2.0,0.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ296006,AY.129,6.0,,4.000000000000001,,962.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1055.0
OZ296009,AY.23,7.0,,2.9999999999999982,,982.0,0.0,1.0,0.0,1.0,630.0,2.0,0.0,1.0,0.0,595.0,1.0,0.0,0.0,1.0,1079.0
OZ296011,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296012,AY.9.2,9.0,,4.268292682926829,,962.0,0.0,2.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,1.0,1.0,1055.0
OZ296013,AY.70,7.0,,2.0909090909090917,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,1.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ296014,B.1.617.2,6.0,,4.000000000000001,,880.0,0.0,1.0,0.0,1.0,577.0,2.0,0.0,1.0,0.0,541.0,0.0,0.0,0.0,1.0,966.0
OZ296017,AY.41,8.0,,2.857142857142859,,668.0,0.0,1.0,1.0,1.0,413.0,0.0,0.0,1.0,0.0,407.0,3.0,0.0,0.0,1.0,726.0
OZ296018,AY.41,9.0,,3.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,594.0,3.0,0.0,0.0,1.0,1056.0
OZ296019,AY.122,8.0,,5.466666666666668,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,2.0,1055.0
OZ296020,B.1.617.2,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ296021,B.1.617.2,6.0,,2.0,,926.0,0.0,1.0,0.0,1.0,590.0,1.0,0.0,1.0,0.0,577.0,1.0,0.0,0.0,1.0,995.0
OZ296022,AY.9.2,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296023,AY.122,10.0,5.333333333333334,3.5757575757575784,,961.0,0.0,2.0,1.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,1.0,1.0,1.0,1054.0
OZ296024,AY.46.6,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ296026,AY.5.5,9.0,,1.1463414634146347,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,595.0,2.0,0.0,1.0,1.0,1055.0
OZ296027,AY.46.6,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296028,AY.125,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296029,AY.9.2,6.0,,2.8000000000000003,,695.0,0.0,2.0,0.0,1.0,440.0,0.0,0.0,1.0,0.0,423.0,0.0,0.0,1.0,1.0,745.0
OZ296030,AY.41,9.0,,3.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,594.0,3.0,0.0,0.0,1.0,1056.0
OZ296034,AY.125,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296035,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296040,AY.4,8.0,,5.559999999999999,,963.0,0.0,1.0,0.0,1.0,624.0,3.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296041,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296042,AY.4,6.0,,4.000000000000001,,880.0,0.0,1.0,0.0,1.0,577.0,2.0,0.0,1.0,0.0,541.0,0.0,0.0,0.0,1.0,966.0
OZ296045,AY.43,5.0,,3.0000000000000018,,843.0,0.0,1.0,0.0,1.0,541.0,1.0,0.0,1.0,0.0,522.0,0.0,0.0,0.0,1.0,905.0
OZ296046,AY.33,9.0,,4.9999999999999964,,843.0,0.0,1.0,0.0,1.0,538.0,1.0,3.0,1.0,0.0,521.0,1.0,0.0,0.0,1.0,905.0
OZ296047,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296048,AY.5.4,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ296049,AY.4,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ296050,AY.33,11.0,,5.455696202531643,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,595.0,2.0,0.0,0.0,1.0,1056.0
OZ296051,AY.33,12.0,,7.265306122448976,,962.0,0.0,2.0,0.0,1.0,622.0,2.0,4.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ296052,AY.122,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296055,AY.43,4.0,,2.000000000000001,,696.0,0.0,1.0,0.0,1.0,439.0,0.0,0.0,1.0,0.0,423.0,0.0,0.0,0.0,1.0,745.0
OZ296056,AY.122,5.0,,3.0000000000000018,,873.0,0.0,1.0,0.0,1.0,559.0,1.0,0.0,1.0,0.0,536.0,0.0,0.0,0.0,1.0,963.0
OZ296057,AY.9.2,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296060,AY.43,8.0,,3.3333333333333357,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,595.0,2.0,0.0,0.0,1.0,1056.0
OZ296063,AY.4,7.0,,2.9999999999999982,,786.0,0.0,1.0,0.0,1.0,506.0,1.0,1.0,1.0,0.0,483.0,1.0,0.0,0.0,1.0,839.0
OZ296068,AY.129,7.0,,2.0909090909090917,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,1.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ296071,B.1.617.2,9.0,,4.2682926829268295,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,595.0,2.0,0.0,0.0,1.0,1056.0
OZ296073,AY.9.2,5.0,,3.0000000000000018,,786.0,0.0,1.0,0.0,1.0,507.0,1.0,0.0,1.0,0.0,484.0,0.0,0.0,0.0,1.0,839.0
OZ296074,AY.129,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296075,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296076,AY.41,9.0,,3.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,594.0,3.0,0.0,0.0,1.0,1056.0
OZ296079,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ296086,B.1.1.7,10.0,5.333333333333334,0.9090909090909091,,960.0,0.0,1.0,1.0,2.0,600.0,0.0,2.0,0.0,1.0,594.0,1.0,0.0,1.0,1.0,1032.0
OZ296088,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
