accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,stat_c,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OZ293812,AY.98.1,41.0,,21.858569051580698,,2.993956815387577,8644.0,0.0,4.0,0.0,1.0,5305.0,2.0,16.0,2.0,0.0,5660.0,13.0,0.0,2.0,1.0,9268.0
OZ293813,B.1.617.2,33.0,,4.559870550161813,,2.994983207164421,8444.0,0.0,3.0,0.0,1.0,5182.0,2.0,12.0,3.0,0.0,5549.0,5.0,0.0,6.0,1.0,9076.0
OZ293815,AY.46,35.0,,11.504504504504505,,2.994810076377081,8634.0,0.0,5.0,0.0,1.0,5309.0,2.0,13.0,3.0,0.0,5668.0,7.0,0.0,3.0,1.0,9237.0
OZ293816,B.1.617.2,33.0,,4.559870550161813,,2.9948838614831046,8272.0,0.0,3.0,0.0,1.0,5074.0,2.0,12.0,3.0,0.0,5444.0,5.0,0.0,6.0,1.0,8917.0
OZ293820,AY.122,35.0,,10.31238214959145,,2.9947691758734063,8547.0,0.0,4.0,0.0,1.0,5270.0,2.0,13.0,2.0,0.0,5628.0,8.0,0.0,4.0,1.0,9145.0
OZ293821,B.1.1.7,36.0,13.950980392156863,6.894284486463259,-1.0497717636527288,2.9948462072957422,8883.0,0.0,5.0,2.0,3.0,5454.0,0.0,14.0,3.0,3.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OZ293822,AY.120.2.1,25.0,,7.8064516129032295,,2.995513933345331,6944.0,0.0,4.0,0.0,1.0,4253.0,0.0,11.0,1.0,0.0,4608.0,4.0,1.0,2.0,1.0,7559.0
OZ293823,B.1.617.2,25.0,,11.204481792717061,,2.995426589721178,6988.0,1.0,2.0,0.0,1.0,4304.0,1.0,10.0,2.0,0.0,4582.0,6.0,0.0,1.0,1.0,7412.0
OZ293825,AY.120.2.1,38.0,18.730158730158728,12.923177651680488,,2.994320892280763,8514.0,0.0,5.0,0.0,1.0,5238.0,2.0,15.0,2.0,0.0,5583.0,8.0,1.0,3.0,1.0,9072.0
OZ293826,B.1.1.7,36.0,17.561904761904763,13.366087264987584,-1.021182506576125,2.9948284756902073,8886.0,0.0,2.0,2.0,3.0,5456.0,0.0,12.0,5.0,4.0,5834.0,4.0,1.0,2.0,1.0,9551.0
OZ293831,B.1.1.7,35.0,13.222222222222223,7.9593984962406,-1.0461399976548564,2.994983277591979,8886.0,0.0,2.0,2.0,4.0,5452.0,0.0,14.0,2.0,3.0,5840.0,2.0,1.0,4.0,1.0,9548.0
OZ293832,AY.125,33.0,,17.467289719626173,,2.994604828244486,7836.0,0.0,5.0,0.0,2.0,4786.0,2.0,13.0,2.0,0.0,5168.0,7.0,0.0,1.0,1.0,8436.0
OZ293833,B.1.617.2,28.0,,14.542528735632182,,2.9956555329442893,8318.0,0.0,4.0,0.0,1.0,5080.0,2.0,13.0,2.0,0.0,5466.0,4.0,0.0,1.0,1.0,8905.0
OZ293834,AY.98.1,40.0,,20.86614173228347,,2.994003576419054,8496.0,0.0,4.0,0.0,1.0,5228.0,2.0,15.0,2.0,0.0,5571.0,13.0,0.0,2.0,1.0,9076.0
OZ293835,AY.43,29.0,16.752380952380953,15.138232720909892,,2.995463038399042,8100.0,0.0,4.0,1.0,2.0,4955.0,1.0,13.0,2.0,0.0,5349.0,4.0,0.0,1.0,1.0,8695.0
OZ293839,AY.112,28.0,,10.006385696040873,,2.9949917348315003,7030.0,0.0,2.0,0.0,1.0,4350.0,1.0,11.0,2.0,0.0,4696.0,7.0,0.0,2.0,2.0,7611.0
OZ293840,AY.80,37.0,,13.822816759212516,,2.994488687715085,8587.0,0.0,4.0,0.0,1.0,5280.0,2.0,14.0,3.0,0.0,5636.0,9.0,0.0,3.0,1.0,9154.0
OZ293842,B.1.617.2,28.0,,10.979310344827585,,2.9957325825387624,8456.0,0.0,4.0,0.0,1.0,5180.0,2.0,12.0,2.0,0.0,5551.0,4.0,0.0,2.0,1.0,9074.0
OZ293843,AY.120.2.1,35.0,15.952380952380953,11.390272148233931,,2.9946719000366366,8383.0,0.0,5.0,0.0,1.0,5136.0,2.0,15.0,2.0,0.0,5495.0,5.0,1.0,3.0,1.0,8991.0
OZ293846,AY.4.7,35.0,,16.419512195121964,,2.994756279962451,8528.0,0.0,4.0,0.0,1.0,5242.0,2.0,14.0,2.0,0.0,5609.0,9.0,0.0,2.0,1.0,9126.0
OZ293848,AY.120.2.1,38.0,18.730158730158728,12.923177651680488,,2.994320892280763,8514.0,0.0,5.0,0.0,1.0,5238.0,2.0,15.0,2.0,0.0,5583.0,8.0,1.0,3.0,1.0,9072.0
OZ293850,B.1.617.2,33.0,,14.848837209302332,,2.995037406040189,8530.0,0.0,4.0,0.0,1.0,5246.0,2.0,14.0,2.0,0.0,5601.0,7.0,0.0,2.0,1.0,9089.0
OZ293852,AY.4,30.0,,15.215094339622642,,2.995286751554571,8197.0,0.0,4.0,0.0,1.0,5004.0,2.0,14.0,3.0,0.0,5398.0,4.0,0.0,1.0,1.0,8800.0
OZ293853,AY.46,35.0,,11.504504504504505,,2.99469704174796,8424.0,0.0,5.0,0.0,1.0,5199.0,2.0,13.0,3.0,0.0,5552.0,7.0,0.0,3.0,1.0,9033.0
OZ293857,AY.41,41.0,,18.026595744680854,,2.993878222902449,8526.0,0.0,6.0,0.0,1.0,5242.0,2.0,14.0,4.0,0.0,5605.0,11.0,0.0,2.0,1.0,9126.0
OZ293859,B.1.617.2,35.0,,15.40421052631579,,2.9946864669397675,8438.0,1.0,4.0,0.0,1.0,5192.0,2.0,13.0,2.0,0.0,5528.0,9.0,0.0,2.0,1.0,8994.0
OZ293860,B.1.1.7,38.0,17.333333333333332,8.767719298245616,-1.0354064233432665,2.9945229841900236,8884.0,0.0,4.0,2.0,4.0,5452.0,0.0,15.0,2.0,4.0,5838.0,2.0,1.0,3.0,1.0,9550.0
OZ293861,AY.42,37.0,,18.381742738589203,,2.994196721200302,8081.0,0.0,4.0,0.0,2.0,4986.0,1.0,17.0,2.0,0.0,5357.0,8.0,0.0,2.0,1.0,8649.0
OZ293862,AY.88,26.0,,10.959999999999999,,2.995303146870972,7013.0,0.0,3.0,0.0,1.0,4306.0,1.0,12.0,1.0,0.0,4664.0,5.0,0.0,2.0,1.0,7634.0
OZ293863,AY.43,36.0,18.642857142857142,15.959219858156018,,2.9946584092862363,8586.0,0.0,4.0,1.0,2.0,5279.0,2.0,14.0,3.0,0.0,5638.0,7.0,0.0,2.0,1.0,9155.0
OZ293864,B.1.1.7,38.0,20.933333333333334,16.085456039441244,-0.8847784484764867,2.994567625004236,8886.0,0.0,2.0,2.0,3.0,5450.0,0.0,18.0,2.0,3.0,5838.0,4.0,1.0,2.0,1.0,9551.0
OZ293865,AY.43,23.0,12.363636363636363,11.190317195325544,,2.9957981471351376,6915.0,0.0,2.0,1.0,2.0,4261.0,1.0,10.0,2.0,0.0,4588.0,3.0,0.0,1.0,1.0,7427.0
OZ293866,AY.46,28.0,,12.636363636363642,,2.9947326252640645,6713.0,0.0,5.0,0.0,1.0,4156.0,1.0,12.0,3.0,0.0,4486.0,4.0,0.0,1.0,1.0,7260.0
OZ293867,B.1.1.7,35.0,17.53333333333333,10.451014242555031,-1.054023154455512,2.9946196015163538,8243.0,0.0,3.0,3.0,3.0,5062.0,0.0,14.0,2.0,4.0,5469.0,2.0,1.0,2.0,1.0,8900.0
OZ293868,B.1.1.7,38.0,17.333333333333332,8.767719298245616,-1.0354064233432665,2.9945225488360676,8884.0,0.0,4.0,2.0,4.0,5451.0,0.0,15.0,2.0,4.0,5838.0,2.0,1.0,3.0,1.0,9550.0
OZ293869,AY.5,41.0,,16.606461086637303,,2.9939065264637024,8586.0,0.0,5.0,0.0,1.0,5279.0,2.0,15.0,3.0,0.0,5634.0,11.0,0.0,3.0,1.0,9154.0
OZ293870,AY.98.1,37.0,,18.109243697479005,,2.9944834309683834,8553.0,0.0,4.0,0.0,1.0,5262.0,2.0,14.0,2.0,0.0,5608.0,11.0,0.0,2.0,1.0,9164.0
OZ293871,B.1.630,33.0,,14.925750394944709,,2.994493220356957,7752.0,1.0,3.0,0.0,0.0,4716.0,2.0,16.0,2.0,1.0,5101.0,5.0,0.0,1.0,2.0,8378.0
OZ293872,AY.120.2.1,38.0,18.730158730158728,12.923177651680488,,2.994320892280763,8514.0,0.0,5.0,0.0,1.0,5238.0,2.0,15.0,2.0,0.0,5583.0,8.0,1.0,3.0,1.0,9072.0
OZ293873,AY.42,36.0,,12.939010356731874,,2.9945541148456685,8400.0,0.0,5.0,0.0,1.0,5170.0,1.0,15.0,3.0,0.0,5544.0,7.0,0.0,3.0,1.0,8958.0
OZ293874,AY.9.2,29.0,,8.426390403489638,,2.995559806320929,8422.0,0.0,3.0,0.0,1.0,5160.0,2.0,12.0,4.0,0.0,5538.0,3.0,0.0,3.0,1.0,9021.0
OZ293878,B.1.1.7,39.0,18.228070175438596,9.624874287629904,-1.0362240749618106,2.9943316069473576,8819.0,0.0,4.0,2.0,4.0,5412.0,0.0,16.0,2.0,4.0,5782.0,2.0,1.0,3.0,1.0,9452.0
OZ293879,B.1.1.7,45.0,19.833333333333332,13.809056603773582,-0.9124627305436156,2.993592070103652,8884.0,0.0,4.0,2.0,3.0,5447.0,0.0,21.0,4.0,3.0,5838.0,2.0,2.0,3.0,1.0,9549.0
OZ293880,B.1.1.7,39.0,18.228070175438596,9.624874287629904,-1.0362240749618106,2.994280990140776,8740.0,0.0,4.0,2.0,4.0,5371.0,0.0,16.0,2.0,4.0,5727.0,2.0,1.0,3.0,1.0,9351.0
OZ293881,AY.46,35.0,,14.79258328095537,,2.9948646628283004,8733.0,0.0,4.0,0.0,1.0,5357.0,2.0,15.0,2.0,0.0,5727.0,7.0,0.0,2.0,2.0,9343.0
OZ293882,AY.120.2.1,35.0,21.980158730158728,17.163755458515293,,2.994472956763155,7979.0,0.0,5.0,0.0,1.0,4916.0,1.0,15.0,2.0,0.0,5267.0,8.0,1.0,1.0,1.0,8513.0
OZ293883,C.36.3,37.0,20.061403508771928,15.272727272727273,,2.9946059904061846,8752.0,1.0,1.0,0.0,0.0,5363.0,0.0,16.0,7.0,2.0,5741.0,5.0,1.0,3.0,1.0,9376.0
OZ293884,B.1.1.7,45.0,19.833333333333332,13.809056603773582,-0.9124627305436156,2.993592070103652,8884.0,0.0,4.0,2.0,3.0,5447.0,0.0,21.0,4.0,3.0,5838.0,2.0,2.0,3.0,1.0,9549.0
OZ293902,B.1.1.7,34.0,22.53333333333333,16.04444444444446,-0.8403251744291504,2.994932139351008,8499.0,0.0,3.0,2.0,3.0,5201.0,0.0,19.0,1.0,2.0,5568.0,1.0,1.0,1.0,1.0,9149.0
OZ293903,AY.5,37.0,,13.19775937652216,,2.9943994310306925,8455.0,0.0,5.0,0.0,1.0,5178.0,2.0,14.0,3.0,0.0,5545.0,8.0,0.0,3.0,1.0,9073.0
OZ293904,AY.80,37.0,,13.822816759212516,,2.9945271770156285,8644.0,0.0,4.0,0.0,1.0,5312.0,2.0,14.0,3.0,0.0,5671.0,9.0,0.0,3.0,1.0,9240.0
OZ293905,AY.126,37.0,,16.10736196319018,,2.994338350382486,8367.0,3.0,5.0,0.0,1.0,5160.0,2.0,14.0,2.0,0.0,5511.0,7.0,0.0,2.0,1.0,8960.0
OZ293906,AY.120.2.1,37.0,17.785714285714285,12.324774132192104,,2.9944347092349264,8455.0,0.0,5.0,0.0,1.0,5200.0,2.0,15.0,2.0,0.0,5556.0,7.0,1.0,3.0,1.0,9043.0
OZ293910,AY.5,35.0,,16.302013422818796,,2.994632162992719,8388.0,0.0,4.0,0.0,2.0,5118.0,2.0,15.0,2.0,0.0,5502.0,7.0,0.0,2.0,1.0,8968.0
OZ293911,AY.5,40.0,,15.761829652996838,,2.994010616296956,8513.0,0.0,5.0,0.0,1.0,5232.0,2.0,15.0,3.0,0.0,5601.0,10.0,0.0,3.0,1.0,9122.0
OZ293912,AY.9,29.0,,9.0377358490566,,2.9956196056775832,8540.0,0.0,3.0,0.0,1.0,5227.0,2.0,13.0,3.0,0.0,5613.0,2.0,0.0,3.0,2.0,9175.0
OZ293913,AY.120.2.1,38.0,18.730158730158728,12.923177651680488,,2.994320892280763,8514.0,0.0,5.0,0.0,1.0,5238.0,2.0,15.0,2.0,0.0,5583.0,8.0,1.0,3.0,1.0,9072.0
OZ293914,AY.122,40.0,,15.270655270655272,,2.994039597995979,8586.0,0.0,5.0,0.0,2.0,5277.0,2.0,15.0,3.0,0.0,5636.0,9.0,0.0,3.0,1.0,9154.0
OZ293915,AY.4.7,33.0,,14.848837209302332,,2.994994340668051,8456.0,0.0,4.0,0.0,1.0,5178.0,2.0,14.0,2.0,0.0,5548.0,7.0,0.0,2.0,1.0,9074.0
OZ293916,AY.9.2,29.0,,10.142454160789843,,2.9953871089725452,8127.0,0.0,3.0,0.0,1.0,4966.0,2.0,14.0,4.0,0.0,5337.0,1.0,0.0,3.0,1.0,8772.0
OZ293919,AY.5,37.0,,17.790170132325137,,2.9944272292941463,8514.0,0.0,4.0,0.0,2.0,5213.0,2.0,15.0,2.0,0.0,5574.0,9.0,0.0,2.0,1.0,9102.0
OZ293920,AY.120.2.1,41.0,18.67251461988304,13.379124579124571,,2.993837862622599,8513.0,0.0,6.0,0.0,1.0,5237.0,2.0,16.0,2.0,1.0,5582.0,8.0,1.0,3.0,1.0,9072.0
OZ293921,AY.122,33.0,,14.848837209302332,,2.9949985174821263,8431.0,0.0,4.0,0.0,1.0,5198.0,2.0,14.0,2.0,0.0,5566.0,7.0,0.0,2.0,1.0,9031.0
OZ293923,AY.43,35.0,19.166666666666664,16.14910536779325,,2.9948914148927632,8734.0,0.0,4.0,1.0,2.0,5357.0,2.0,14.0,2.0,0.0,5728.0,7.0,0.0,2.0,1.0,9346.0
OZ293925,B.1.617.2,34.0,,14.428571428571429,,2.994837426628889,8438.0,1.0,4.0,0.0,1.0,5192.0,2.0,12.0,2.0,0.0,5527.0,9.0,0.0,2.0,1.0,8993.0
OZ293926,AY.120.2.1,34.0,17.666666666666664,12.997695852534562,,2.9947185851778997,8187.0,0.0,6.0,0.0,1.0,5031.0,2.0,14.0,2.0,0.0,5379.0,5.0,1.0,2.0,1.0,8826.0
OZ293927,AY.122,31.0,,13.48201438848922,,2.995240935308497,8359.0,0.0,4.0,0.0,1.0,5134.0,2.0,14.0,2.0,0.0,5505.0,5.0,0.0,2.0,1.0,8979.0
OZ293929,AY.122,37.0,,13.842915346310557,,2.994341838435443,8338.0,1.0,5.0,0.0,1.0,5147.0,2.0,14.0,2.0,0.0,5503.0,8.0,0.0,3.0,1.0,8952.0
OZ293930,AY.120.2.1,38.0,21.619047619047617,16.223046704495854,,2.994320680602401,8514.0,0.0,5.0,0.0,1.0,5237.0,2.0,16.0,2.0,0.0,5583.0,8.0,1.0,2.0,1.0,9073.0
OZ293933,AY.122,26.0,11.333333333333332,9.453333333333337,,2.9960293311378434,8363.0,0.0,3.0,1.0,1.0,5129.0,2.0,10.0,2.0,0.0,5492.0,4.0,0.0,2.0,1.0,8983.0
OZ293934,B.1.617.2,35.0,,15.40421052631579,,2.9946864669397675,8438.0,1.0,4.0,0.0,1.0,5192.0,2.0,13.0,2.0,0.0,5528.0,9.0,0.0,2.0,1.0,8994.0
OZ293935,AY.9.2,27.0,,8.391442155309031,,2.9956506065019703,8037.0,0.0,3.0,0.0,1.0,4909.0,2.0,12.0,4.0,0.0,5272.0,1.0,0.0,3.0,1.0,8667.0
OZ293936,AY.42,40.0,,18.599007854485322,,2.9940070582292346,8587.0,0.0,4.0,0.0,1.0,5277.0,2.0,17.0,3.0,1.0,5635.0,9.0,0.0,2.0,1.0,9155.0
OZ293937,AY.42,34.0,,16.747547416612168,,2.994521095565166,8018.0,0.0,4.0,0.0,1.0,4911.0,2.0,16.0,3.0,1.0,5268.0,5.0,0.0,1.0,1.0,8632.0
OZ293939,B.1.617.2,35.0,,15.40421052631579,,2.9946864669397675,8438.0,1.0,4.0,0.0,1.0,5192.0,2.0,13.0,2.0,0.0,5528.0,9.0,0.0,2.0,1.0,8994.0
OZ293941,AY.4,36.0,,17.252821670428887,,2.994730537709384,8735.0,0.0,4.0,0.0,1.0,5358.0,2.0,14.0,2.0,0.0,5725.0,10.0,0.0,2.0,1.0,9346.0
OZ293942,AY.120.2.1,38.0,18.730158730158728,12.923177651680488,,2.994320892280763,8514.0,0.0,5.0,0.0,1.0,5238.0,2.0,15.0,2.0,0.0,5583.0,8.0,1.0,3.0,1.0,9072.0
OZ293943,AY.9.2,27.0,,9.143835616438363,,2.9953393703096975,7444.0,0.0,5.0,0.0,1.0,4532.0,1.0,12.0,4.0,0.0,4926.0,1.0,0.0,2.0,1.0,7907.0
OZ293944,AY.42,37.0,,17.554164398475777,,2.994389604317515,8427.0,0.0,4.0,0.0,1.0,5183.0,2.0,17.0,3.0,0.0,5558.0,7.0,0.0,2.0,1.0,9040.0
OZ293945,B.1.1.7,32.0,14.650980392156862,9.126027397260273,-1.1204741757112384,2.995387059819616,8827.0,0.0,3.0,2.0,3.0,5421.0,0.0,14.0,2.0,2.0,5805.0,2.0,0.0,3.0,1.0,9462.0
OZ293947,AY.41,35.0,,16.268709191361115,,2.9941493512081587,7598.0,0.0,6.0,0.0,1.0,4681.0,2.0,12.0,4.0,0.0,5028.0,8.0,0.0,1.0,1.0,8215.0
OZ293948,AY.120.2.1,34.0,17.857142857142858,13.086956521739127,,2.9943397183301306,7605.0,0.0,5.0,0.0,1.0,4700.0,2.0,14.0,2.0,0.0,5026.0,6.0,1.0,2.0,1.0,8193.0
OZ293949,AY.42,29.0,,15.36987818383167,,2.9948711260581975,7133.0,0.0,4.0,0.0,1.0,4428.0,1.0,14.0,2.0,0.0,4758.0,5.0,0.0,1.0,1.0,7720.0
OZ293950,AY.120.2.1,38.0,18.730158730158728,12.923177651680488,,2.9942895849314874,8455.0,0.0,5.0,0.0,1.0,5200.0,2.0,15.0,2.0,0.0,5555.0,8.0,1.0,3.0,1.0,9043.0
OZ293951,AY.42,39.0,,17.715563506261184,,2.9940913143864565,8486.0,0.0,4.0,0.0,1.0,5221.0,2.0,17.0,3.0,1.0,5584.0,8.0,0.0,2.0,1.0,9069.0
OZ293952,AY.43,34.0,18.233333333333334,15.157563025210083,,2.995086945683264,8817.0,0.0,4.0,1.0,2.0,5405.0,2.0,13.0,2.0,0.0,5789.0,7.0,0.0,2.0,1.0,9449.0
OZ293953,AY.5,35.0,,15.804210526315785,,2.9946748630930466,8436.0,0.0,4.0,0.0,2.0,5154.0,2.0,13.0,2.0,0.0,5520.0,9.0,0.0,2.0,1.0,9022.0
OZ293954,AY.42,38.0,,16.852898197759377,,2.9942034195056513,8427.0,0.0,4.0,0.0,1.0,5183.0,2.0,17.0,3.0,1.0,5557.0,7.0,0.0,2.0,1.0,9039.0
OZ293955,AY.5,35.0,,16.03239740820734,,2.9946379017079683,8377.0,0.0,4.0,0.0,2.0,5114.0,2.0,14.0,2.0,0.0,5493.0,8.0,0.0,2.0,1.0,8992.0
OZ293956,B.1.617.2,35.0,,15.40421052631579,,2.9946864669397675,8438.0,1.0,4.0,0.0,1.0,5192.0,2.0,13.0,2.0,0.0,5528.0,9.0,0.0,2.0,1.0,8994.0
OZ293957,B.1.1.7,31.0,16.619047619047617,10.988882025941937,-0.8233466766104609,2.995144214111101,8021.0,0.0,2.0,2.0,3.0,4940.0,0.0,13.0,2.0,3.0,5306.0,2.0,2.0,1.0,1.0,8675.0
OZ293961,AY.122,36.0,,16.04171011470282,,2.99463351324127,8547.0,0.0,4.0,0.0,1.0,5270.0,2.0,13.0,3.0,0.0,5625.0,10.0,0.0,2.0,1.0,9147.0
OZ293962,AY.120.2.1,37.0,17.751879699248118,12.750248756218902,,2.9944042293859248,8442.0,0.0,5.0,0.0,1.0,5173.0,2.0,16.0,2.0,0.0,5522.0,6.0,1.0,3.0,1.0,9020.0
OZ293963,AY.68,38.0,11.866666666666667,8.793987621573827,0.7146935097563615,2.9943379325098554,8610.0,1.0,4.0,0.0,1.0,5288.0,2.0,16.0,2.0,1.0,5673.0,5.0,1.0,4.0,1.0,9226.0
OZ293965,B.1.617.2,26.0,,13.90708661417323,,2.995034121180458,6638.0,0.0,2.0,0.0,1.0,4125.0,1.0,12.0,2.0,0.0,4390.0,6.0,0.0,1.0,1.0,7084.0
OZ293966,AY.9.2,32.0,,11.175600739371536,,2.9950104316404764,8258.0,0.0,3.0,0.0,1.0,5067.0,2.0,15.0,4.0,0.0,5426.0,3.0,0.0,3.0,1.0,8853.0
OZ293967,B.1.617.2,19.0,,4.528700906344411,,2.9970774582157182,8455.0,0.0,3.0,0.0,1.0,5175.0,2.0,6.0,2.0,0.0,5548.0,2.0,0.0,2.0,1.0,9074.0
OZ293968,B.1.617.2,33.0,,14.62947368421053,,2.9950762135789737,8586.0,0.0,4.0,0.0,1.0,5280.0,2.0,13.0,2.0,0.0,5637.0,8.0,0.0,2.0,1.0,9155.0
OZ293970,AY.120.2.1,37.0,17.785714285714285,12.324774132192104,,2.994434646345959,8454.0,0.0,5.0,0.0,1.0,5200.0,2.0,15.0,2.0,0.0,5556.0,7.0,1.0,3.0,1.0,9043.0
OZ293971,B.1.617.2,19.0,,4.634146341463416,,2.9971097054792395,8502.0,0.0,2.0,0.0,1.0,5234.0,2.0,6.0,2.0,0.0,5607.0,3.0,0.0,2.0,1.0,9145.0
OZ293972,AY.122,34.0,,15.615384615384624,,2.9949276925172503,8587.0,0.0,4.0,0.0,1.0,5280.0,2.0,14.0,2.0,0.0,5638.0,8.0,0.0,2.0,1.0,9155.0
OZ293973,AY.122,30.0,,12.593103448275858,,2.995420835855962,8453.0,0.0,4.0,0.0,2.0,5170.0,2.0,13.0,2.0,0.0,5548.0,4.0,0.0,2.0,1.0,9066.0
OZ293974,B.1.351,28.0,,17.244635193133046,,2.995985826869196,8743.0,1.0,4.0,1.0,1.0,5366.0,0.0,12.0,0.0,0.0,5752.0,7.0,0.0,2.0,0.0,9390.0
OZ293975,AY.125,34.0,,14.848404255319151,,2.9947861208631887,8363.0,0.0,4.0,0.0,1.0,5127.0,2.0,15.0,3.0,0.0,5490.0,6.0,0.0,2.0,1.0,8983.0
OZ293978,C.36.3,36.0,19.166666666666664,14.4896265560166,,2.994623549454487,8565.0,1.0,1.0,0.0,0.0,5253.0,0.0,15.0,7.0,2.0,5594.0,5.0,1.0,3.0,1.0,9111.0
OZ293980,AY.122,35.0,,16.602765556253924,,2.994731069137716,8490.0,0.0,4.0,0.0,1.0,5235.0,2.0,15.0,2.0,0.0,5593.0,8.0,0.0,2.0,1.0,9060.0
OZ293982,B.1.617.2,28.0,,10.979310344827585,,2.9957325825387624,8456.0,0.0,4.0,0.0,1.0,5180.0,2.0,12.0,2.0,0.0,5551.0,4.0,0.0,2.0,1.0,9074.0
OZ293983,AY.9.2,34.0,,11.352272727272732,,2.9948564283220653,8492.0,0.0,4.0,0.0,1.0,5209.0,2.0,15.0,4.0,0.0,5596.0,4.0,0.0,3.0,1.0,9088.0
OZ293984,AY.7.2,38.0,,14.978417266187051,,2.9943935331630054,8644.0,0.0,4.0,0.0,2.0,5314.0,2.0,12.0,3.0,0.0,5669.0,11.0,0.0,2.0,2.0,9241.0
OZ293985,B.1.1.7,34.0,19.583333333333336,14.95321637426901,-0.998054821963089,2.995101765800066,8829.0,0.0,2.0,2.0,3.0,5420.0,0.0,15.0,4.0,3.0,5803.0,2.0,1.0,1.0,1.0,9465.0
OZ293986,AY.122,48.0,23.0197628458498,18.066976547644206,,2.9927780661181336,8430.0,0.0,6.0,0.0,2.0,5188.0,2.0,20.0,3.0,0.0,5547.0,9.0,1.0,3.0,2.0,9021.0
OZ293987,B.1.617.2,18.0,,4.481751824817517,,2.9972555795360893,8540.0,0.0,2.0,0.0,1.0,5225.0,2.0,6.0,2.0,0.0,5612.0,2.0,0.0,2.0,1.0,9176.0
OZ293988,AY.42,38.0,,16.852898197759377,,2.9942616490509577,8528.0,0.0,4.0,0.0,1.0,5239.0,2.0,17.0,3.0,1.0,5609.0,7.0,0.0,2.0,1.0,9125.0
OZ293989,AY.42,38.0,,16.852898197759377,,2.9942035842265606,8427.0,0.0,4.0,0.0,1.0,5183.0,2.0,17.0,3.0,1.0,5557.0,7.0,0.0,2.0,1.0,9040.0
OZ293990,B.1.617.2,31.0,,12.882352941176475,,2.995369151053073,8587.0,0.0,4.0,0.0,1.0,5282.0,2.0,12.0,2.0,0.0,5639.0,7.0,0.0,2.0,1.0,9155.0
OZ293991,AY.5,42.0,,16.338372093023253,,2.9937536809182355,8586.0,1.0,4.0,0.0,2.0,5279.0,2.0,14.0,3.0,0.0,5633.0,12.0,0.0,3.0,1.0,9154.0
OZ293992,B.1.617.2,35.0,,13.698205546492659,,2.994732527199719,8501.0,0.0,5.0,0.0,1.0,5228.0,1.0,13.0,3.0,1.0,5595.0,8.0,0.0,2.0,1.0,9046.0
OZ294026,AY.43,35.0,19.177777777777777,15.902945436986975,,2.9948112848576263,8586.0,0.0,4.0,1.0,2.0,5280.0,2.0,13.0,2.0,0.0,5638.0,8.0,0.0,2.0,1.0,9155.0
OZ294027,B.1.617.2,39.0,,17.697543294401935,,2.9942345285666607,8639.0,0.0,6.0,0.0,1.0,5310.0,2.0,15.0,3.0,0.0,5670.0,9.0,0.0,2.0,1.0,9240.0
OZ294028,B.1.617.2,39.0,,17.697543294401935,,2.9942899414721538,8730.0,0.0,6.0,0.0,1.0,5355.0,2.0,15.0,3.0,0.0,5724.0,9.0,0.0,2.0,1.0,9344.0
OZ294029,B.1.617.2,42.0,,19.614571092831955,,2.993857924005492,8730.0,0.0,6.0,0.0,2.0,5354.0,2.0,15.0,3.0,0.0,5722.0,11.0,0.0,2.0,1.0,9344.0
OZ294030,AY.4,39.0,19.96140350877193,16.896611642050388,,2.994224557921095,8586.0,0.0,4.0,1.0,1.0,5278.0,2.0,16.0,2.0,0.0,5637.0,9.0,0.0,3.0,1.0,9154.0
OZ294032,AY.46,36.0,,12.246659815005138,,2.9945668304255744,8442.0,0.0,5.0,0.0,1.0,5217.0,2.0,13.0,3.0,0.0,5562.0,8.0,0.0,3.0,1.0,9061.0
OZ294033,B.1.617.2,31.0,,12.882352941176475,,2.9954452828662443,8735.0,0.0,4.0,0.0,1.0,5358.0,2.0,12.0,2.0,0.0,5728.0,7.0,0.0,2.0,1.0,9346.0
OZ294034,AY.45,29.0,,16.811926605504585,,2.9945592764033604,6697.0,0.0,4.0,0.0,1.0,4147.0,1.0,14.0,1.0,0.0,4508.0,6.0,0.0,1.0,1.0,7285.0
OZ294035,AY.43,36.0,20.11111111111111,16.89579524680074,,2.99463280935631,8527.0,0.0,4.0,1.0,2.0,5241.0,2.0,14.0,2.0,0.0,5610.0,8.0,0.0,2.0,1.0,9126.0
OZ294036,AY.7.2,28.0,,10.749241658240638,,2.9948973786213147,6889.0,0.0,4.0,0.0,1.0,4269.0,1.0,10.0,3.0,0.0,4604.0,6.0,0.0,1.0,2.0,7486.0
OZ294037,AY.41,42.0,,18.904228855721396,,2.9937676998930765,8585.0,0.0,6.0,0.0,1.0,5280.0,2.0,14.0,4.0,0.0,5632.0,12.0,0.0,2.0,1.0,9154.0
OZ294038,B.1.1.7,43.0,21.06060606060606,14.809394515340756,-0.8879950406388598,2.9935807862907184,8464.0,0.0,4.0,2.0,3.0,5185.0,0.0,20.0,4.0,3.0,5611.0,2.0,2.0,2.0,1.0,9076.0
